image,species,genus,continent,land_mass,subfamily,pollinator_referenced,pollinator
Cavendishia_lactiviscida_NYBG.jpg,Cavendishia_lactiviscida,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_laurifolia_NYBG.jpg,Cavendishia_laurifolia,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_lebrionae_Luteyn_Ericaceae_2_10.jpg,Cavendishia_lebroniae,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_leucantha_Luten_New_Ericaceae_4.jpg,Cavendishia_leucantha,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_limonensis_Luten_New_Ericaceae_8.jpg,Cavendishia_limonensis,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_lindauiana_NYBG.jpg,Cavendishia_lindauiana,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_longirachis_Luteyn_Ericaceae_2_14.jpg,Cavendishia_longirachis,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_mariae_Luteyn_Ericaceae_2_4.jpg,Cavendishia_mariae,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_melastomoides_coloradensis_NYBG.jpg,Cavendishia_melastomoides,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_melastomoides_coloradensis_RK.jpg,Cavendishia_melastomoides,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_neblinae_Luteyn_Ericaceae_2_32.jpg,Cavendishia_neblinae,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_oligantha_Luteyn_Ericaceae_2_9.jpg,Cavendishia_oligantha,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_osaensis_Luteyn_Morales.jpg,Cavendishia_osaensis,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_palustris_Luteyn_Ericaceae_2_10.jpg,Cavendishia_palustris,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_panamensis_MO.jpg,Cavendishia_panamensis,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_pedicellata_Luten_New_Ericaceae_4.jpg,Cavendishia_pedicellata,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_pilosa_C-E_Luten_New_Ericaceae_4.jpg,Cavendishia_pilosa,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_pubescens Luteyn5233.jpg,Cavendishia_pubescen,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_quereme_Luteyn_Ericaceae_2_42.jpg,Cavendishia_quereme,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_ruiz-teranii_Luteyn_Ericaceae_2_8.jpg,Cavendishia_ruiz-teranii,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_sirensis_Luten_New_Ericaceae_7.jpg,Cavendishia_sirensis,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_stenophylla_Luteyn_Ericaceae_2_24.jpg,Cavendishia_stenophylla,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_subamplexicaulis_Luteyn_Ericaceae_2_7.jpg,Cavendishia_subamplexicaulis,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_subfasciculata_NYBG.jpg,Cavendishia_subfasciculata,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_tarapotana_RK_NYBG.jpg,Cavendishia_tarapotana,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_tarapotana_tarapotana_NYBG.jpg,Cavendishia_tarapotana,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_tenella_Luteyn_Ericaceae_2_7.jpg,Cavendishia_tenella,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_uniflora_Luten_New_Ericaceae_4.jpg,Cavendishia_uniflora,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_urophylla_NYBG.jpg,Cavendishia_urophylla,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
Cavendishia_vinacea_Luteyn_Ericaceae_2_5.jpg,Cavendishia_vinacea,Cavendishia,South_America,NW,Vaccinioideae,hummingbird,bird
